Q8BR07	A0A087WUL8
Q80U38	Q9H7X7
P08030	Q9H7Z6
P36916	Q9H7Z7
Q99MP8	Q9H813
P97865	Q9H814
P70270	Q9H819
Q9D2L1	Q9H832
P63271	Q9H840
Q5DTJ9	Q9H845
Q8BJ05	Q9H857
Q9ESW8	Q9H869
Q8CI94	Q9H871
Q8CIQ7	Q9H8E8
Q9D864	Q9H8G2
Q8K0D5	Q9H8H0
Q9Z247	Q9H8H2
Q8BHE5	Q9H8J5
Q80U63	Q9H8K7
P97436	Q9H8M2
G3X912	Q9H8M7
O88735	Q9H8S9
P51432	Q9H8T0
Q9Z2V6	Q9H8V3
Q924T7	Q9H8W4
O35379	Q9H8X2
Q80XC5	Q9H8Y5
Q9WU42	Q9H8Y8
Q9QYX7	Q9H936
Q8BVF7	Q9H944
P42932	Q9H967
Q8BJE2	Q9H977
Q8BPE4	Q9H981
O35904	Q9H992
Q68FE6	Q9H993
Q8CI08	Q9H9A5
Q8R191	Q9H9A6
Q9D1D4	Q9H9B1
P50396	Q9H9B4
O70443	Q9H9D4
Q3U286	Q9H9E3
P41317	Q9H9F9
P22091	Q9H9G7
Q9QZ23	Q9H9H4
Q9CYT6	Q9H9J2
E9Q912	Q9H9J4
Q6X7S9	Q9H9L4
Q7TSD4	Q9H9P2
A2AJA9	Q9H9P5
Q9D8B4	Q9H9P8
Q91VA7	Q9H9Q2
Q2M2N2	Q9H9S0
C0HKD9	Q9H9S3
Q99J25	Q9H9S5
Q76I79	Q9H9T3
Q8BWM0	Q9H9V9
Q9JIX0	Q9H9Y6
Q3TKY6	Q9H9Z2
O70572	Q9HA64
Q810B7	Q9HA65
Q8VCG4	Q9HA82
Q9QUL3	Q9HA92
Q921E2	Q9HAC8
Q8CGF6	Q9HAF1
O35426	Q9HAH7
Q0VF22	Q9HAK2
Q9CQJ8	Q9HAN9
Q810A3	Q9HAP6
Q68FM6	Q9HAQ2
Q9Z2X2	Q9HAS0
Q61143	Q9HAT0
Q5U405	Q9HAT2
Q8R0K9	Q9HAT8
Q8BG99	Q9HAU0
Q8K0C9	Q9HAU4
Q78YZ6	Q9HAU5
Q3TFD2	Q9HAV0
P70175	Q9HAV4
Q6GQU2	Q9HAV7
Q3UNA4	Q9HAW0
Q8R0N6	Q9HAW4
Q99L00	Q9HAW7
P70663	Q9HAW8
P52194	Q9HAZ1
Q8VE37	Q9HAZ2
Q9D6J5	Q9HB07
C8YR32	Q9HB09
P52927	Q9HB19
Q9EQK7	Q9HB21
Q8K2T1	Q9HB40
O08532	Q9HB58
P16045	Q9HB71
Q9Z307	Q9HB75
Q9DCU6	Q9HB90
Q9CZM2	Q9HBD1
Q924K8	Q9HBE1
P70181	Q9HBF4
Q8CDI7	Q9HBG6
P46935	Q9HBH0
P21552	Q9HBH1
Q8C167	Q9HBH5
Q8K2B0	Q9HBH7
Q8BXC6	Q9HBH9
P32648	Q9HBI0
Q07231	Q9HBL8
P50404	Q9HBM0
Q8BTY2	Q9HBM1
Q924H5	Q9HBM6
P50615	Q9HBR0
A2AWA9	Q9HBV2
Q8C7M3	Q9HBW0
P33173	Q9HBX9
Q99NE5	Q9HBZ2
A0A0A6YW67	Q9HC07
Q8VEH6	Q9HC21
P60761	Q9HC29
O70576	Q9HC35
P32037	Q9HC36
Q7TMK6	Q9HC38
P40223	Q9HC44
Q9ESP1	Q9HC52
Q02357	Q9HC56
P27699	Q9HC62
P31786	Q9HC73
Q8BXP5	Q9HC77
P54130	Q9HC84
Q9Z2R6	Q9HC97
Q62407	Q9HC98
P29758	Q9HCC0
Q80TZ3	Q9HCD5
P46062	Q9HCD6
Q78PY7	Q9HCE1
Q921M3	Q9HCE5
Q62225	Q9HCE6
P01101	Q9HCE7
P61969	Q9HCG8
Q61847	Q9HCH0
Q9ERU3	Q9HCH3
Q9EQ16	Q9HCJ2
Q91ZD4	Q9HCK0
Q60770	Q9HCK5
Q9R158	Q9HCK8
Q03311	Q9HCM3
O55106	Q9HCM4
P15919	Q9HCM9
P97314	Q9HCN3
Q61553	Q9HCN4
Q6PGF3	Q9HCN8
Q8BG80	Q9HCP0
Q6PAL1	Q9HCQ5
P09803	Q9HCS4
Q9WV54	Q9HCS7
Q9Z1P4	Q9HCU4
Q0GNC1	Q9HCU5
Q9JKD3	Q9HCU9
Q9ESK3	Q9HCY8
O35245	Q9HD20
Q60765	Q9HD23
Q64317	Q9HD26
Q6EJB6	Q9HD33
B1AT98	Q9HD34
Q9CR50	Q9HD42
Q60675	Q9HD43
Q9DBC3	Q9HD45
Q497V6	Q9HD47
O88673	Q9HD64
P16110	Q9HD67
B2RRE7	Q9HDC5
Q9CZY2	Q9HDC9
Q03146	Q9NNW5
Q9R001	Q9NNW7
Q9QUQ5	Q9NNX1
O35452	Q9NP31
Q9D7X8	Q9NP50
Q4VGL6	Q9NP55
Q925U4	Q9NP58
Q6PAQ4	Q9NP61
P70408	Q9NP64
Q922D8	Q9NP66
Q5EBG6	Q9NP71
G3UYX5	Q9NP72
Q6KAU8	Q9NP73
Q80YN3	Q9NP77
Q61726	Q9NP78
Q6VVW9	Q9NP79
Q7TNK1	Q9NP81
Q5RJY2	Q9NP86
Q9D2E2	Q9NP91
B1AX39	Q9NP92
Q06219	Q9NP94
E9Q4Z2	Q9NP97
Q9D9X6	Q9NP98
P14901	Q9NPA0
Q8K0C8	Q9NPA1
Q9Z2C8	Q9NPA3
Q9EPW2	Q9NPA8
Q9WVL3	Q9NPB3
A0A0G2JEG2	Q9NPB6
Q9D8S9	Q9NPC1
Q9CXH7	Q9NPD3
Q8BVU5	Q9NPD7
Q9R117	Q9NPD8
Q9QYB1	Q9NPE2
A0A1W2P8C4	Q9NPE3
Q8CFC7	Q9NPE6
Q80UF7	Q9NPF0
Q9JJY4	Q9NPF4
P62743	Q9NPF5
Q9EP73	Q9NPG2
Q9EPS3	Q9NPG3
P62488	Q9NPH2
P26369	Q9NPI1
Q9R0L7	Q9NPI6
P60041	Q9NPJ3
O08966	Q9NPJ6
Q6PFE1	Q9NPJ8
P28574	Q9NPL8
Q3UL36	Q9NPQ8
P59941	Q9NPR2
Q9JJZ4	Q9NQ11
Q8C1A5	Q9NQ29
Q7TS75	Q9NQ34
P70425	Q9NQ39
Q91ZR3	Q9NQ48
Q3UMU9	Q9NQ50
Q9Z120	Q9NQ55
Q9R1M5	Q9NQ84
Q9WUT7	Q9NQ87
A6H6A9	Q9NQ88
Q6P9L4	Q9NQ92
Q6PCS8	Q9NQ94
Q61066	Q9NQB0
Q810B8	Q9NQC1
O54774	Q9NQC3
Q61937	Q9NQC7
B0F2B4	Q9NQC8
Q8R373	Q9NQE7
F6UVB2	Q9NQG1
Q9WV32	Q9NQG5
Q80V03	Q9NQG6
Q8BGS0	Q9NQH7
Q6ZWR4	Q9NQL9
Q9D0F1	Q9NQP4
Q03157	Q9NQQ7
Q61152	Q9NQR1
Q64726	Q9NQR4
Q99L45	Q9NQS3
Q14BA6	Q9NQS7
P21460	Q9NQT4
Q8K0Z7	Q9NQT5
Q3TLD5	Q9NQT8
Q8K0H5	Q9NQU5
Q8BZ64	Q9NQV6
Q62108	Q9NQW6
P70208	Q9NQW7
P20612	Q9NQX0
D3YZG8	Q9NQX1
Q8C4H2	Q9NQX3
Q60722	Q9NQX4
Q9DB85	Q9NQX5
Q923B3	Q9NQX6
P57774	Q9NQX7
E9Q4P1	Q9NQY0
Q8BGT7	Q9NQZ2
Q64329	Q9NQZ6
Q8K1F9	Q9NQZ7
Q99LG4	Q9NQZ8
Q80UV9	Q9NR09
B0V2N1	Q9NR12
Q8BGU5	Q9NR22
E9PVA8	Q9NR28
Q9DB77	Q9NR30
Q68FD7	Q9NR31
Q6ZPR6	Q9NR45
O09107	Q9NR46
Q812A5	Q9NR48
Q8R3G1	Q9NR50
Q8BFX3	Q9NR55
Q08297	Q9NR56
Q9QY81	Q9NR77
A2A9R3	Q9NR80
P59644	Q9NR96
Q8C7R4	Q9NRA8
Q8VDU0	Q9NRB3
P68040	Q9NRC8
O54967	Q9NRD1
Q68FD5	Q9NRD5
P19536	Q9NRE2
Q60838	Q9NRF8
E9QM90	Q9NRF9
Q8C4U2	Q9NRG0
K7N660	Q9NRG1
Q9D7B6	Q9NRG4
Q9JIK9	Q9NRG9
O08792	Q9NRH3
P63168	Q9NRI5
P63078	Q9NRJ3
Q7TSI1	Q9NRJ7
Q9R0M0	Q9NRK6
Q8C008	Q9NRL2
Q8BZL8	Q9NRL3
P48428	Q9NRM0
L0N7N1	Q9NRM6
Q9DCD6	Q9NRM7
O09012	Q9NRN7
O55240	Q9NRP0
O08576	Q9NRP7
Q8CGR5	Q9NRQ2
O70201	Q9NRQ5
Q00175	Q9NRR4
P97377	Q9NRR5
Q8CEI1	Q9NRR6
Q99K82	Q9NRS4
O35618	Q9NRU3
P27040	Q9NRW1
Q99J31	Q9NRW3
Q80TE0	Q9NRW4
Q9Z0L8	Q9NRW7
O35345	Q9NRX1
Q9JLY7	Q9NRX2
B7ZNL9	Q9NRX4
Q3ZT31	Q9NRX5
Q8BJQ4	Q9NRX6
Q5NCI0	Q9NRY2
Q9WVL0	Q9NRY4
Q571K4	Q9NRY5
P51675	Q9NRY6
P31695	Q9NRZ5
Q9D0M2	Q9NRZ7
Q99M71	Q9NRZ9
P13705	Q9NS00
Q64105	Q9NS23
P30658	Q9NS56
Q9EPX5	Q9NS64
Q9ERN0	Q9NS66
Q8C0Y1	Q9NS68
O54714	Q9NS69
Q8VCD6	Q9NS71
Q9JKB3	Q9NS73
Q61091	Q9NS85
O09111	Q9NS86
Q9CR89	Q9NS87
P70196	Q9NS91
Q8C2K5	Q9NSA3
Q99LJ8	Q9NSB2
Q61597	Q9NSB4
Q9CR46	Q9NSC2
Q9R1L5	Q9NSC5
Q9Z1G4	Q9NSD9
Q9QYB2	Q9NSE4
O88876	Q9NSG2
Q8BH61	Q9NSI2
P97304	Q9NSI6
Q9ESN9	Q9NSK0
O88783	Q9NSP4
O35892	Q9NSU2
Q68FM7	Q9NSV4
P62322	Q9NSY0
P11438	Q9NSY1
D3YUG0	Q9NT22
B8QI36	Q9NT62
Q61730	Q9NTG7
Q9R020	Q9NTI5
Q3TLH4	Q9NTJ3
P33610	Q9NTJ5
Q91W89	Q9NTK5
Q01341	Q9NTM9
C0HKE1	Q9NTN9
Q3UH06	Q9NTU7
Q61743	Q9NTW7
Q8K1S6	Q9NTX5
Q80SX9	Q9NTX7
Q8R2M0	Q9NTX9
Q9Z1Y4	Q9NTZ6
Q91W97	Q9NU19
P33174	Q9NU22
Q9D0E5	Q9NU53
Q9D903	Q9NUD5
Q80X73	Q9NUE0
O35177	Q9NUG6
Q8CFI7	Q9NUH8
P97402	Q9NUI1
Q8N7N5	Q9NUJ1
P59110	Q9NUJ3
Q9CZ30	Q9NUL3
Q792Z1	Q9NUL5
Q9D0M1	Q9NUL7
P32443	Q9NUM3
Q8VCT3	Q9NUM4
Q6PEB6	Q9NUP9
Q9D517	Q9NUQ2
Q8CH77	Q9NUQ3
E9Q735	Q9NUQ6
O89001	Q9NUQ7
Q9WU40	Q9NUQ8
O35449	Q9NUQ9
Q99K43	Q9NUT2
A6H8H5	Q9NUU7
Q922H1	Q9NUX5
Q61880	Q9NUY8
Q3UI43	Q9NV06
Q8BVM7	Q9NV12
Q1RNF8	Q9NV29
Q8R3B7	Q9NV56
Q91Y20	Q9NV64
Q8BKT3	Q9NV66
B2RX14	Q9NV70
Q8CFW7	Q9NV88
Q5BJ29	Q9NV92
O35173	Q9NV96
E9Q1P8	Q9NVA1
P29268	Q9NVA2
Q9CR78	Q9NVC3
Q9QYB8	Q9NVC6
P54869	Q9NVD7
Q03385	Q9NVE5
Q4KUS2	Q9NVE7
Q8K214	Q9NVF7
Q2WF71	Q9NVH0
Q91YQ5	Q9NVH1
Q63943	Q9NVH2
Q80U57	Q9NVH6
Q99PL5	Q9NVI1
P12960	Q9NVI7
Q8CJ40	Q9NVJ2
Q99J45	Q9NVK5
E9Q3G0	Q9NVL1
A2A761	Q9NVL8
P28776	Q9NVM1
Q3KNY0	Q9NVM4
Q9D9Q6	Q9NVM6
Q9DB72	Q9NVM9
Q9R0M6	Q9NVN3
Q64467	Q9NVN8
Q8R366	Q9NVP1
Q8VHI6	Q9NVP2
Q3U2S8	Q9NVQ4
O08609	Q9NVR0
Q3UGY8	Q9NVR2
Q91VM3	Q9NVR5
Q9WUB4	Q9NVS2
Q3TYW4	Q9NVS9
P16015	Q9NVT9
Q99MN9	Q9NVU0
Q3UGS4	Q9NVU7
Q69ZF3	Q9NVV0
P35550	Q9NVV4
Q794H2	Q9NVV5
Q7M6U3	Q9NVV9
Q9R0X0	Q9NVW2
P97864	Q9NVX0
Q80TL0	Q9NVX2
Q3V3R4	Q9NVX7
P97348	Q9NVZ3
Q8VI36	Q9NW08
Q8C3I8	Q9NW13
O35185	Q9NW38
Q91YR1	Q9NW64
Q6P8I6	Q9NW82
Q8K400	Q9NW97
Q02384	Q9NWA0
Q60575	Q9NWB1
Q9DD18	Q9NWB6
Q91ZX6	Q9NWB7
Q9R109	Q9NWD8
Q9JJV5	Q9NWF9
P34927	Q9NWH2
P25916	Q9NWH9
Q8VDV3	Q9NWK9
Q8K3D3	Q9NWM0
P97401	Q9NWM3
Q01730	Q9NWM8
Q8BLF2	Q9NWN3
O35130	Q9NWQ4
Q9R1X5	Q9NWQ8
Q9CQ18	Q9NWQ9
Q9ESK9	Q9NWS0
Q8VHE6	Q9NWS8
Q922W5	Q9NWS9
Q9QXA5	Q9NWT1
Q61164	Q9NWT6
Q8BVN4	Q9NWT8
O88700	Q9NWU2
Q9D0B0	Q9NWU5
Q3U0D9	Q9NWV8
Q9D0B1	Q9NWW5
Q61147	Q9NWX5
P30280	Q9NWX6
Q8BTZ4	Q9NWY4
P02525	Q9NWZ3
O88393	Q9NWZ5
P41593	Q9NWZ8
Q9JK97	Q9NX00
Q9CYK2	Q9NX02
P01027	Q9NX04
P54841	Q9NX08
P21661	Q9NX14
Q18PE0	Q9NX18
P50431	Q9NX20
Q9JIA1	Q9NX24
Q80WB5	Q9NX40
Q9JIB4	Q9NX47
P42703	Q9NX55
Q8R3H9	Q9NX58
A2A7Y5	Q9NX61
E9PXF8	Q9NX62
P68181	Q9NX63
P61168	Q9NX65
Q8K2D0	Q9NX70
Q8R179	Q9NX76
Q9DCP9	Q9NXA8
Q91W59	Q9NXB0
Q9D211	Q9NXB9
Q9EPX2	Q9NXC2
Q99LD9	Q9NXC5
Q9CPT3	Q9NXD2
Q9JJG9	Q9NXE4
Q9EPL9	Q9NXE8
Q01065	Q9NXF1
Q9D1U0	Q9NXF7
Q8BJL1	Q9NXG2
P82198	Q9NXG6
Q8K2F0	Q9NXK8
P47239	Q9NXL9
Q91VE6	Q9NXR1
P63157	Q9NXR7
Q5DU14	Q9NXR8
I6L978	Q9NXS2
P20443	Q9NXU5
P86048	Q9NXV2
Q9D9M2	Q9NXV6
Q9EPE9	Q9NXW2
Q8CB98	Q9NXX6
P49312	Q9NY12
Q3UP23	Q9NY26
Q9Z239	Q9NY27
A3KFU9	Q9NY33
Q8VE09	Q9NY35
Q80Z25	Q9NY47
Q921S7	Q9NY61
Q5U4D8	Q9NY64
Q9DBY0	Q9NY65
O88554	Q9NY72
Q91W69	Q9NY91
P50580	Q9NY93
Q9D032	Q9NY97
Q60988	Q9NYA3
Q61179	Q9NYA4
Q925J9	Q9NYB0
P63318	Q9NYB9
D4AFX7	Q9NYF3
P16372	Q9NYF8
Q61112	Q9NYG5
O08912	Q9NYH9
Q62074	Q9NYJ8
Q8CFE4	Q9NYK5
P27671	Q9NYL2
Q8BKC5	Q9NYL9
P0C1T1	Q9NYP7
P01642	Q9NYP9
P07351	Q9NYQ6
Q9D2C2	Q9NYQ7
Q8C0R0	Q9NYU1
P58771	Q9NYU2
Q9JLQ0	Q9NYV4
D3YUR8	Q9NYW8
Q9CRD2	Q9NYY3
P13542	Q9NYY8
Q923X4	Q9NYZ3
P62631	Q9NZ01
Q9D7W5	Q9NZ08
Q8K1X4	Q9NZ32
Q8BPG6	Q9NZ42
Q8K012	Q9NZ43
Q6NZL8	Q9NZ45
Q99N87	Q9NZ52
P08043	Q9NZ53
Q8C120	Q9NZ56
P62281	Q9NZ63
P10628	Q9NZ71
Q8BHJ7	Q9NZ72
Q80W68	Q9NZ81
Q8BGE5	Q9NZ94
Q3UEB3	Q9NZB2
D3Z6S9	Q9NZB8
Q9Z1L4	Q9NZC3
P28798	Q9NZC7
O88799	Q9NZC9
Q6P1G0	Q9NZD1
P35601	Q9NZD8
Q70KF4	Q9NZE8
P09450	Q9NZG7
Q9EST3	Q9NZH0
Q7TSI0	Q9NZH6
Q8K0D0	Q9NZH8
Q9DAA6	Q9NZI7
Q6ZQ58	Q9NZI8
Q60766	Q9NZJ0
Q9JJU8	Q9NZJ4
Q6IMF0	Q9NZJ5
Q8BPZ8	Q9NZJ6
Q9WUA3	Q9NZJ7
Q62234	Q9NZL4
Q3UA06	Q9NZL9
P97467	Q9NZM1
P01872	Q9NZM3
Q04892	Q9NZM4
Q99N93	Q9NZM5
A2AX52	Q9NZN4
Q8R3Q2	Q9NZN5
Q6NXH3	Q9NZN8
Q6ZQI3	Q9NZQ3
P08003	Q9NZQ7
O54825	Q9NZR1
P24529	Q9NZR2
Q5DTM8	Q9NZT1
Q3UVC0	Q9NZT2
Q3U2I3	Q9NZU1
Q91YE2	Q9NZV5
Q9R0B7	Q9NZV7
Q921C3	Q9NZZ3
Q5DTW7	Q9P000
P50586	Q9P013
Q8CHP5	Q9P015
Q8R123	Q9P031
Q9JJF9	Q9P032
O35382	Q9P035
O35639	Q9P086
Q91ZW2	Q9P0B6
P38060	Q9P0I2
Q80YR6	Q9P0J0
Q91W67	Q9P0J1
P27786	Q9P0J7
O08585	Q9P0K7
Q78JE5	Q9P0K8
P20152	Q9P0L0
Q8K0C1	Q9P0L2
Q6ZWM4	Q9P0M6
Q9JJT9	Q9P0M9
O88745	Q9P0N8
Q3UBZ5	Q9P0N9
Q60952	Q9P0P0
Q6Q899	Q9P0S3
P51908	Q9P0S9
Q8R323	Q9P0T4
Q9JJV9	Q9P0T7
Q8K297	Q9P0U3
Q9WV85	Q9P0U4
Q8VE97	Q9P0V3
Q9EP72	Q9P0V9
Q00322	Q9P0W2
Q8VCW2	Q9P121
P61967	Q9P127
Q08481	Q9P1A2
O08582	Q9P1U0
E9Q612	Q9P1U1
Q8BI20	Q9P1W3
Q3V132	Q9P1Y5
D3YWE6	Q9P1Y6
Q9D273	Q9P1Z2
P54103	Q9P206
Q9JLM9	Q9P209
F7D4U1	Q9P219
Q8VD62	Q9P227
Q811B1	Q9P244
E9Q5M6	Q9P246
Q9WU39	Q9P253
Q8R050	Q9P258
Q91W94	Q9P260
Q80WC1	Q9P267
P24549	Q9P270
D3YU81	Q9P273
Q9CR68	Q9P275
Q61646	Q9P286
P0C5E4	Q9P287
Q8K0E8	Q9P289
Q3UG20	Q9P296
P63056	Q9P2A4
Q9CX66	Q9P2B2
Q8BV66	Q9P2B4
Q8K1S5	Q9P2B7
Q91Y57	Q9P2D0
Q80ZM7	Q9P2D1
Q8K4Q7	Q9P2E3
P31254	Q9P2E5
Q9WUH1	Q9P2E7
Q14AT5	Q9P2E8
P26638	Q9P2E9
Q8BK08	Q9P2F8
P07146	Q9P2G3
Q60779	Q9P2G9
Q9R0N8	Q9P2H0
Q6A028	Q9P2I0
Q8BY89	Q9P2J3
P26231	Q9P2J5
P97370	Q9P2J8
Q63918	Q9P2K2
P61620	Q9P2K3
Q9CPZ8	Q9P2K5
Q9CTY5	Q9P2K6
Q05928	Q9P2K8
Q69ZS6	Q9P2M4
Q05421	Q9P2M7
Q9JHU9	Q9P2N5
Q9D8X2	Q9P2N6
P69744	Q9P2N7
Q62172	Q9P2P5
Q9CQZ1	Q9P2R3
Q7TSE6	Q9P2R6
Q9QUR8	Q9P2R7
Q9D7Z6	Q9P2S5
Q9JHE7	Q9P2W3
Q64449	Q9P2W9
P97494	Q9P2Y4
Q8CFJ7	Q9P2Y5
Q3UMT1	Q9UBB4
Q9EQQ9	Q9UBB5
Q6ZQF0	Q9UBB6
O54833	Q9UBB9
Q9Z2D1	Q9UBC1
O08686	Q9UBC2
Q8K4Z3	Q9UBC3
Q8BUV8	Q9UBD3
Q69ZM6	Q9UBD5
P60762	Q9UBE0
O35490	Q9UBE8
Q6PEE2	Q9UBF1
P20664	Q9UBF2
Q9WVF7	Q9UBF6
Q8BFU3	Q9UBF8
Q7TSF1	Q9UBG0
Q8BVD5	Q9UBG3
Q8C1Z7	Q9UBH0
P55194	Q9UBH6
Q8R2V2	Q9UBI1
Q99N84	Q9UBI6
Q810V0	Q9UBK2
Q62165	Q9UBK5
A2A8L1	Q9UBK9
Q9Z0J4	Q9UBL3
Q9Z0W3	Q9UBL6
A2ARA8	Q9UBL9
Q80W88	Q9UBM1
O54951	Q9UBM7
Q8C2S0	Q9UBM8
Q8BSN3	Q9UBN1
Q80T79	Q9UBN6
P20029	Q9UBN7
Q9CQM5	Q9UBP0
Q9R0H5	Q9UBP4
Q9DCR4	Q9UBP5
A2AMM0	Q9UBP6
Q3V0K9	Q9UBP9
Q8VBT1	Q9UBQ0
Q8BZW4	Q9UBQ5
Q4PJX1	Q9UBQ6
Q61702	Q9UBQ7
Q99KR3	Q9UBR2
Q8R4K2	Q9UBR4
Q60821	Q9UBS0
Q9WUI0	Q9UBS3
Q8BH59	Q9UBS4
Q99PW4	Q9UBS5
Q9D7M1	Q9UBS8
Q80TR1	Q9UBT2
P70325	Q9UBT6
Q7TMV1	Q9UBT7
Q9D7J9	Q9UBU2
Q8BJK1	Q9UBU6
Q03173	Q9UBU8
Q9QYJ3	Q9UBU9
Q9D4Q1	Q9UBV2
P56371	Q9UBV4
Q80YA3	Q9UBV7
P63141	Q9UBV8
Q3TJZ6	Q9UBW7
Q08369	Q9UBW8
Q8C8Y2	Q9UBX1
Q7TNH6	Q9UBX2
Q8CHY6	Q9UBX3
Q5S006	Q9UBX5
Q9QUH0	Q9UBX7
Q9D9T0	Q9UBY5
P0C092	Q9UBY8
Q9CRB8	Q9UBZ4
P70423	Q9UDR5
O35160	Q9UDV6
Q3U0P5	Q9UDW1
Q6XBJ3	Q9UDW3
Q925F4	Q9UDX4
Q3UYC0	Q9UDX5
Q99JR1	Q9UDY2
Q64287	Q9UDY4
Q8C2S7	Q9UDY6
Q6TL19	Q9UDY8
Q8BL03	Q9UEE9
P16627	Q9UEG4
P33267	Q9UER7
F8VQ70	Q9UET6
Q61414	Q9UEU0
P31266	Q9UEW8
Q8BHC4	Q9UEY8
O88904	Q9UF02
Q3UX62	Q9UF56
Q6PER3	Q9UFB7
Q8R3Z5	Q9UFC0
Q7TSG5	Q9UFF9
Q6PNC0	Q9UFG5
Q923B1	Q9UFN0
Q9WVS8	Q9UFW8
Q6ZPQ6	Q9UG01
B2RRD7	Q9UG56
D3Z7P3	Q9UG63
Q9DCG6	Q9UGC6
P03953	Q9UGI0
Q8BGG7	Q9UGI8
Q80T21	Q9UGI9
Q3USW5	Q9UGJ0
P35279	Q9UGJ1
Q91YQ3	Q9UGL1
Q65CL1	Q9UGL9
Q8BK84	Q9UGM1
Q62507	Q9UGM3
Q3TNA1	Q9UGN5
Q9CZT8	Q9UGP4
Q9CQ43	Q9UGP5
B5KM66	Q9UGP8
P81270	Q9UGU0
Q8CIV8	Q9UGU5
P00375	Q9UGY1
Q8CCP0	Q9UH03
Q9JKN6	Q9UH17
Q3U319	Q9UH62
P70347	Q9UH65
Q3USH5	Q9UH77
Q921Q3	Q9UH92
Q8R1A4	Q9UH99
P47199	Q9UHA2
Q69ZK0	Q9UHA3
Q8BMI3	Q9UHA4
Q8BH93	Q9UHB4
P68510	Q9UHB6
P56395	Q9UHB7
P62892	Q9UHB9
Q3V009	Q9UHC1
Q9EST5	Q9UHC7
Q80Y19	Q9UHD1
Q8BSQ9	Q9UHD2
Q9QY36	Q9UHD4
O88844	Q9UHD8
P11499	Q9UHD9
Q3U4G0	Q9UHE5
Q80VI1	Q9UHF1
Q64FW2	Q9UHF4
Q8C0Y0	Q9UHF5
Q8BNK5	Q9UHF7
B1AY13	Q9UHG3
P70172	Q9UHI5
P80317	Q9UHI6
B1AWN6	Q9UHI8
Q9Z2A5	Q9UHJ3
Q9CQV5	Q9UHJ9
Q00731	Q9UHK0
P70290	Q9UHK6
Q8K4K4	Q9UHL4
Q04998	Q9UHL9
Q920B0	Q9UHN1
Q9R045	Q9UHN6
Q64704	Q9UHP3
A0A0A6YVU8	Q9UHP6
Q80U70	Q9UHP7
Q9CQU3	Q9UHQ9
A2AJ15	Q9UHR4
Q9CZN7	Q9UHR5
Q8BG51	Q9UHR6
Q3UCV8	Q9UHV2
Q8CC86	Q9UHV7
P42208	Q9UHV9
B7ZNG4	Q9UHW5
P30677	Q9UHW9
Q99N95	Q9UHX1
Q8C262	Q9UHX3
P06876	Q9UHY1
Q9QY93	Q9UHY7
A7XUY5	Q9UI08
Q64525	Q9UI09
P55088	Q9UI10
Q9DA08	Q9UI12
Q9JI13	Q9UI14
Q9JJN6	Q9UI15
O08638	Q9UI26
P06797	Q9UI30
Q8R1Z9	Q9UI36
Q91Y74	Q9UI38
Q8R316	Q9UI42
Q6PHZ5	Q9UI43
Q61592	Q9UI47
Q0VEJ0	Q9UI95
E9PZ19	Q9UIA0
Q9QZE7	Q9UIA9
A2A9C3	Q9UID3
P18531	Q9UIF8
Q8CGP0	Q9UIF9
Q9CR95	Q9UIG0
Q8K2L8	Q9UIH9
Q9D952	Q9UII2
Q3UPL0	Q9UII4
Q91XB7	Q9UIJ7
Q01822	Q9UIL1
P70452	Q9UIL8
Q8C050	Q9UIQ6
Q63836	Q9UIR0
P83940	Q9UIS9
P32043	Q9UIV1
Q99MY8	Q9UIV8
Q9CPN9	Q9UIW2
Q99NF3	Q9UJ04
P49698	Q9UJ14
Q45VK7	Q9UJ41
P51569	Q9UJ68
P26361	Q9UJ70
Q924H7	Q9UJ78
Q60696	Q9UJA3
Q8BVJ9	Q9UJA5
Q8BK75	Q9UJC3
P51943	Q9UJF2
P21784	Q9UJH8
Q792Z0	Q9UJJ9
P51162	Q9UJK0
Q80TN7	Q9UJM3
Q8BL43	Q9UJP4
Q64433	Q9UJS0
Q8BJW5	Q9UJT2
Q8BLR5	Q9UJU2
Q9QYG0	Q9UJU6
Q62120	Q9UJV3
Q62241	Q9UJV8
Q91YT7	Q9UJV9
Q69Z38	Q9UJW0
Q8CGM2	Q9UJW3
Q9JHW2	Q9UJW9
Q5I1X5	Q9UJX0
Q80U49	Q9UJX2
Q64324	Q9UJX3
P97868	Q9UJX4
P63321	Q9UJX5
Q9D3E6	Q9UJX6
Q80YE7	Q9UJY1
Q921V7	Q9UJY4
Q8C4V1	Q9UJY5
P50518	Q9UJZ1
Q149D4	Q9UK00
Q9WUF3	Q9UK08
P59178	Q9UK22
Q9Z2M6	Q9UK28
Q8BYR1	Q9UK32
A6BLY7	Q9UK33
Q8CGV2	Q9UK39
Q5F2E8	Q9UK41
Q14CH7	Q9UK45
Q8VD66	Q9UK53
Q9QXW2	Q9UK58
P01865	Q9UK61
O88879	Q9UK73
Q80SW1	Q9UK80
Q9JKK1	Q9UK85
O08696	Q9UK96
O08664	Q9UK99
Q8R5I6	Q9UKA1
Q7TN99	Q9UKA2
P63082	Q9UKA4
O35215	Q9UKA9
Q99N69	Q9UKB1
Q9ESD6	Q9UKB3
Q8VDT9	Q9UKD2
P41241	Q9UKE5
Q69Z26	Q9UKF2
Q8VIM9	Q9UKF6
P46662	Q9UKG1
Q8R2N2	Q9UKG4
Q8CIW5	Q9UKI8
Q8BGF0	Q9UKJ0
