Q9XVJ5	A0A075BJJ9
O16979	Q9W3D3
O44139	Q9W3D4
Q2PJ77	Q9W3D5
Q95QR7	Q9W3D6
Q18660	Q9W3E0
A0A0K3AYL9	Q9W3E1
G5EF65	Q9W3E7
Q19090	Q9W3F1
Q86DA5	Q9W3F3
Q9TZ69	Q9W3F4
H2L2D5	Q9W3F7
P34183	Q9W3G0
Q95R14	Q9W3G7
Q966P8	Q9W3G8
P91230	Q9W3G9
Q966P3	Q9W3H5
Q22935	Q9W3I4
A0A0K3AUJ4	Q9W3I7
Q20122	Q9W3I8
Q0PDJ7	Q9W3I9
O17728	Q9W3J0
O18195	Q9W3J2
G5EC05	Q9W3J4
Q23679	Q9W3J5
O76463	Q9W3J9
W6RXR9	Q9W3K3
Q75MI6	Q9W3K5
A0A4V0INB3	Q9W3K6
A0A0K3AT53	Q9W3K8
Q9N2V6	Q9W3K9
Q9XVR0	Q9W3L1
Q7Z072	Q9W3L4
P30651	Q9W3M3
Q9XV66	Q9W3M4
A0A1T5HUY1	Q9W3M7
G5EFH0	Q9W3M8
O02092	Q9W3M9
P91153	Q9W3N0
Q95008	Q9W3N1
Q17557	Q9W3N2
O01900	Q9W3N6
O02074	Q9W3N7
Q8MXT1	Q9W3N8
Q93556	Q9W3Q0
O62060	Q9W3Q1
Q21266	Q9W3Q2
Q1HAZ8	Q9W3Q4
Q20611	Q9W3Q9
Q9XWH5	Q9W3R3
Q5FC17	Q9W3R6
Q23543	Q9W3R7
O45873	Q9W3R8
K8ESG0	Q9W3S0
Q9UB02	Q9W3S3
Q18239	Q9W3S4
O16786	Q9W3S5
Q2HQL8	Q9W3T0
Q7K6J1	Q9W3T1
Q21297	Q9W3T2
A0A8D9N0J4	Q9W3T3
Q9NA74	Q9W3U0
P48053	Q9W3U1
Q8MNV8	Q9W3U7
Q22211	Q9W3U9
Q9N5U2	Q9W3V1
V6CJ04	Q9W3V2
O17066	Q9W3V3
Q9N5M6	Q9W3V7
L8E946	Q9W3V9
Q17802	Q9W3W1
P30631	Q9W3W4
P91868	Q9W3W6
Q93573	Q9W3W8
Q09348	Q9W3X0
Q9GZE9	Q9W3X8
P90949	Q9W3X9
P46576	Q9W3Y0
Q20000	Q9W3Y1
V6CLN7	Q9W3Y3
P91351	Q9W3Y5
Q9N337	Q9W3Y6
Q23424	Q9W3Y7
Q17684	Q9W3Z4
Q9N5G0	Q9W401
X5M8Y9	Q9W403
Q23425	Q9W404
H2KYJ8	Q9W410
O62301	Q9W411
O02043	Q9W418
O62275	Q9W420
Q9N584	Q9W423
Q09591	Q9W424
G5EGC1	Q9W436
Q22430	Q9W437
Q1XFY3	Q9W440
Q19420	Q9W441
Q93410	Q9W445
Q9GYK2	Q9W448
Q20754	Q9W455
Q20769	Q9W458
Q9TYY7	Q9W459
Q95QI7	Q9W461
P17487	Q9W462
G5ECR6	Q9W464
Q9BL68	Q9W465
O01738	Q9W466
Q94045	Q9W470
G5EGH2	Q9W474
Q8I4C0	Q9W478
Q9XVH6	Q9W481
Q09270	Q9W482
P24612	Q9W483
Q9GTD4	Q9W484
G5EFG0	Q9W485
V6CM14	Q9W486
Q93896	Q9W494
Q8I4I0	Q9W495
Q9XVJ3	Q9W499
Q9UB00	Q9W4A0
Q22849	Q9W4B1
Q21443	Q9W4B3
Q21966	Q9W4B6
Q9XVT3	Q9W4B7
Q8ITY4	Q9W4C1
Q03572	Q9W4C2
Q9N3H0	Q9W4C3
G5EBX5	Q9W4D1
Q18437	Q9W4D2
G5EDY2	Q9W4D4
Q18864	Q9W4E0
Q22712	Q9W4E2
Q21270	Q9W4E4
Q18337	Q9W4E6
O45502	Q9W4E8
A0A1C3NSH3	Q9W4F3
Q10017	Q9W4F5
Q9U2X0	Q9W4F9
A0A8S4SS69	Q9W4G4
P91485	Q9W4H1
A0A1D3PCL3	Q9W4H4
G5EBY0	Q9W4H8
A0A9J5I4G4	Q9W4H9
Q9XW73	Q9W4I3
Q21648	Q9W4I4
Q93372	Q9W4I5
P32744	Q9W4J1
Q9TZA9	Q9W4J4
Q9XV58	Q9W4J5
W6SBJ0	Q9W4J8
P84199	Q9W4K0
P50437	Q9W4L5
Q94051	Q9W4L6
Q9TXI0	Q9W4L7
G5EFD7	Q9W4L8
P91243	Q9W4L9
Q95XL1	Q9W4M0
P12844	Q9W4M8
Q7JP54	Q9W4M9
P34511	Q9W4N2
G5EFI7	Q9W4N6
P92022	Q9W4N8
Q22003	Q9W4N9
O62342	Q9W4P4
Q21350	Q9W4P5
A0A486WXA9	Q9W4P6
G5EE53	Q9W4Q1
P50306	Q9W4Q7
P91372	Q9W4Q9
O01905	Q9W4R1
O61882	Q9W4R3
O45546	Q9W4R9
Q23079	Q9W4S1
Q19475	Q9W4S2
Q65ZG6	Q9W4S5
Q9TZN2	Q9W4S7
G5EDN5	Q9W4T4
Q9XVL1	Q9W4U2
Q95XJ0	Q9W4U8
O02203	Q9W4V3
G5EDP9	Q9W4V8
G5ED37	Q9W4V9
P90904	Q9W4W6
P91176	Q9W4W7
A0A0K3AUU0	Q9W4W8
Q09443	Q9W4X1
A8WI16	Q9W4X2
P34419	Q9W4X7
Q9N4B5	Q9W4X8
Q21993	Q9W4X9
Q966K5	Q9W4Y0
Q9N408	Q9W4Y6
F5GUF0	Q9W4Y8
Q9U1S7	Q9W4Z2
Q95Y72	Q9W4Z4
Q20024	Q9W4Z6
Q9NF71	Q9W4Z9
Q7JL61	Q9W502
Q965K4	Q9W503
Q22662	Q9W508
O16366	Q9W510
Q17459	Q9W511
O16364	Q9W512
A0A168HAJ0	Q9W513
Q9TXQ8	Q9W525
O16749	Q9W526
Q20977	Q9W528
H9G2X7	Q9W530
Q09215	Q9W531
P34627	Q9W532
G5EGL5	Q9W539
G5EEC8	Q9W541
P34355	Q9W542
Q17648	Q9W545
Q965Q6	Q9W549
Q23192	Q9W550
Q23091	Q9W552
A3QM99	Q9W560
P34611	Q9W568
Q7JLC8	Q9W569
G5EGE9	Q9W579
Q9BKQ8	Q9W584
Q17424	Q9W589
O01971	Q9W590
Q94316	Q9W592
Q5DX34	Q9W594
Q17403	Q9W596
Q21771	Q9W5A2
Q23220	Q9W5A7
O61521	Q9W5A9
Q9N390	Q9W5B1
O01531	Q9W5B3
Q9U2Q1	Q9W5B6
Q22453	Q9W5C2
Q23009	Q9W5C8
A0A486WXG9	Q9W5C9
G5ED26	Q9W5D0
H2KYS2	Q9W5E0
Q10958	Q9W5E1
Q20796	Q9W5E2
Q17761	Q9W5G0
Q09581	Q9W5G1
Q27518	Q9W5H1
O76652	Q9W5N0
P37165	Q9W5N2
O16374	Q9W5P1
Q18269	Q9W5Q1
Q09449	Q9W5Q2
Q21430	Q9W5R5
P51403	Q9W5R8
H2KYX1	Q9W5T4
P90746	Q9W5U2
H2L006	Q9W5W6
Q22145	Q9W5W7
O17907	Q9W5W8
P91443	Q9W5W9
Q9U334	Q9W5X0
Q19691	Q9W5X5
U4PBZ1	Q9W5X6
Q19213	Q9W5X9
P91307	Q9W5Y0
Q95XH0	Q9W5Y1
Q9XWJ5	Q9XTK9
Q09983	Q9XTL2
P34545	Q9XTL9
U4PR70	Q9XTM1
Q9XWS3	Q9XTN2
Q27488	Q9XTN4
Q27245	Q9XY35
P54811	Q9XYA7
G5EC87	Q9XYF4
H2L0N8	Q9XYM0
Q93873	Q9XYN7
Q8I7G4	Q9XYP7
Q965N4	Q9XYP8
Q22080	Q9XYQ2
O02039	Q9XYR0
Q9N5A2	Q9XYU0
O61660	Q9XYU1
O76447	Q9XYW6
O44754	Q9XYY9
Q20129	Q9XYZ5
G5ED95	Q9XYZ6
Q23494	Q9XZ03
Q93228	Q9XZ06
O18034	Q9XZ08
Q21298	Q9XZ11
Q9GPA4	Q9XZ12
Q19243	Q9XZ15
O62481	Q9XZ16
Q23319	Q9XZ19
G5EET2	Q9XZ21
Q17745	Q9XZ22
A0A0K3AX65	Q9XZ25
Q9XVA4	Q9XZ28
Q965M4	Q9XZ29
Q9XUW5	Q9XZ31
Q4PIX1	Q9XZ32
Q93250	Q9XZ34
G5ECZ0	Q9XZ53
P34697	Q9XZ56
O17626	Q9XZ57
Q7YX52	Q9XZ58
A0A0K3AVB7	Q9XZ61
Q9U2D3	Q9XZ63
G5EEG9	Q9XZ68
P52057	Q9XZF0
P49809	Q9XZH6
O45134	Q9XZJ4
Q93456	Q9XZL8
Q9XUS9	Q9XZS4
Q19427	Q9XZS8
Q9NAB3	Q9XZT1
Q19207	Q9XZT6
O17622	Q9XZT7
Q965X6	Q9XZU0
O02055	Q9XZU1
Q21770	Q9XZU7
P34559	Q9Y091
Q10120	Q9Y0A7
Q9NEX2	Q9Y0E4
P0CG71	Q9Y0H4
Q86FN3	Q9Y0I1
P91341	Q9Y0S9
Q03606	Q9Y0Y2
Q19128	Q9Y0Y5
Q9BKR5	Q9Y0Y7
O01506	Q9Y0Z0
Q20921	Q9Y0Z1
Q21127	Q9Y0Z9
Q9XWH0	Q9Y103
Q21616	Q9Y105
Q21126	Q9Y106
Q19443	Q9Y107
Q09980	Q9Y109
A0A486WXF4	Q9Y112
Q8IA74	Q9Y117
Q10007	Q9Y118
C6KRN1	Q9Y119
O62347	Q9Y122
O45442	Q9Y125
P58798	Q9Y128
Q8ITW8	Q9Y133
Q23087	Q9Y134
G5EBK8	Q9Y137
O45320	Q9Y140
O61749	Q9Y145
Q09289	Q9Y149
O45449	Q9Y150
A0A0K3AV98	Q9Y153
P48727	Q9Y154
O61980	Q9Y156
O44727	Q9Y162
Q09275	Q9Y163
Q9BKR2	Q9Y164
Q9N3T8	Q9Y165
Q19515	Q9Y170
Q22167	Q9Y1A3
Q19707	Q9Y1A7
Q17457	Q9Y1B2
Q9N3B9	Q9Y1I2
Q20551	Q9Y1P6
P34678	R9PY21
P54889	R9PY26
Q23254	R9PY30
Q9GYM2	R9PY35
D9PTP3	X2J5E8
P91361	X2J5P0
Q22866	X2J8L7
O44960	X2J957
Q965Z4	X2JAA8
P34475	X2JAU8
P41829	X2JCJ0
Q9Y1J3	X2JCR2
Q93596	X2JD62
B7FAS6	X2JDE5
Q09230	X2JDY8
Q1NZ18	X2JES1
D5MCN2	X2JFR6
Q18255	X2JFW7
Q21921	X2JIJ6
Q20048	X2JL88
